3,2371,0,3,2,0
3,25,0,0,3,0
4,25,0,0,3,0
4,10,0,1,3,0
4,2371,0,2,2,0
5,25,1,0,3,0
5,3251,1,0,2,0
7,25,1,0,4,0
7,2598,1,0,3,0
7,3251,1,0,3,0
8,25,1,9,6,0
8,10,0,2,5,0
8,1615,0,2,2,0
8,13,1,24,4,0
8,2371,0,5,4,0
8,261,0,0,2,0
8,44,0,0,2,0
8,2667,0,5,4,0
9,2632,0,0,2,0
9,2662,0,2,2,0
9,3749,0,0,2,0
9,3860,0,0,2,0
10,8,0,2,5,0
10,1615,1,3,3,1
10,4,0,1,3,0
10,48,0,0,2,0
10,2238,0,0,3,0
10,1791,0,0,3,0
10,2371,0,0,7,0
10,25,0,4,21,0
10,2210,0,0,2,0
10,2667,0,1,4,0
10,2265,0,0,2,0
10,2660,0,0,5,0
10,2720,0,0,3,0
10,2632,0,0,3,0
10,2744,0,0,5,0
10,1349,1,0,2,0
10,3157,0,0,4,0
10,1419,1,6,2,1
10,3860,0,0,3,0
10,3943,0,0,4,0
12,2371,0,2,2,0
13,25,1,9,9,2
13,8,1,24,4,0
13,48,1,0,2,0
13,2598,1,5,3,0
13,2371,0,8,5,0
13,1222,0,18,3,4
13,2667,0,8,4,1
13,3251,1,0,3,0
18,2371,0,0,2,0
18,25,0,0,3,0
24,25,1,0,3,0
24,3251,1,0,2,0
25,764,0,0,2,0
25,2265,1,3,5,0
25,638,1,3,5,0
25,1615,0,2,3,0
25,8,1,9,6,0
25,13,1,9,9,2
25,2373,1,2,3,0
25,4,0,0,3,0
25,2199,1,3,2,0
25,1657,1,4,2,0
25,26,1,6,3,0
25,1771,0,1,2,0
25,1840,0,0,3,0
25,2289,0,0,3,0
25,245,0,0,2,0
25,2297,1,0,3,0
25,2267,0,0,4,0
25,2312,0,0,2,0
25,2593,2,2,5,0
25,7,1,0,4,0
25,358,0,1,2,0
25,290,0,1,2,0
25,362,0,1,2,0
25,1419,0,2,2,0
25,926,1,3,2,0
25,48,1,0,3,0
25,1222,0,4,5,2
25,2598,1,1,6,0
25,2346,0,3,2,0
25,1828,0,0,2,0
25,411,1,4,7,0
25,2315,0,0,4,1
25,1791,0,3,4,0
25,2371,0,2,17,0
25,475,0,0,2,0
25,859,0,0,2,0
25,837,0,0,2,0
25,550,0,0,2,0
25,2463,0,0,2,0
25,2517,0,1,2,0
25,474,0,5,2,0
25,2238,0,1,4,0
25,2170,0,0,3,0
25,1679,0,0,3,0
25,1933,0,0,2,0
25,10,0,4,21,0
25,978,0,0,2,0
25,2667,0,2,7,0
25,1852,1,3,2,0
25,343,1,2,2,0
25,2210,0,0,2,0
25,2130,0,0,2,0
25,2473,0,1,2,0
25,229,0,0,3,0
25,2470,1,1,2,0
25,2369,0,1,2,0
25,285,0,1,2,0
25,24,1,0,3,0
25,3,0,0,3,0
25,18,0,0,3,0
25,258,0,0,2,0
25,403,0,1,2,0
25,5,1,0,3,0
25,804,0,0,2,1
25,2420,0,3,2,0
25,1398,0,0,2,0
25,767,1,0,2,0
25,1723,0,0,2,0
25,3182,0,0,2,0
25,2660,0,3,8,0
25,2614,0,1,3,0
25,2720,0,7,5,0
25,3157,0,0,5,0
25,2630,0,1,2,0
25,2934,0,0,2,0
25,2632,0,3,4,0
25,2633,0,0,2,0
25,2294,0,0,2,0
25,2744,0,0,11,2
25,3447,0,0,2,0
25,3416,0,0,2,0
25,2154,0,0,3,0
25,2955,0,2,3,0
25,3510,0,5,2,1
25,3518,0,0,2,0
25,3522,1,5,2,0
25,2607,0,1,2,0
25,2708,1,8,2,2
25,2662,0,5,3,0
25,2073,0,1,2,0
25,3610,0,1,2,0
25,3251,1,0,7,0
25,1349,0,0,2,0
25,1839,0,0,2,0
25,3749,0,4,3,0
25,2620,0,0,2,0
25,3882,0,4,3,0
25,3873,0,1,4,0
25,2139,0,3,2,0
25,3877,1,1,2,0
25,3855,0,5,2,1
25,32,0,0,2,0
25,3709,0,1,4,0
25,1810,0,0,2,0
